ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5451622,parenteral,注射的,,101.10.11,nan,2023-01-17
5451623,parenteral administration,注射给药,,101.11.14,中华无菌制剂协会,2023-01-17
5451624,pareto diagrams,帕累托图,,104.01.22,GMP,2023-01-17
5451625,parison,型坯,,104.01.22,GMP,2023-01-17
5451626,parkinsonism,巴金森氏症,,101.10.11,nan,2023-01-17
5451627,part per billion {=ppb},十亿分之一,,105.09.22,nan,2023-01-17
5451628,part per million {=ppm},百万分之一,,105.09.22,Remington,2023-01-17
5451629,partial agonists,部分致效剂,,101.11.14,中华无菌制剂协会,2023-01-17
5451630,partial antagnoists,部分拮抗剂,,101.11.14,中华无菌制剂协会,2023-01-17
5451631,particle,粒子,,108.04.25,nan,2023-01-17
5451632,particle size,粒径,,101.10.11,nan,2023-01-17
5451633,particle size distribution,粒子大小分布；粒径分布,,105.10.20,Remington,2023-01-17
5451634,particulate,微粒性的；微粒,,108.04.25,nan,2023-01-17
5451635,particulate matter,微粒物质,,101.10.11,nan,2023-01-17
5451636,particulate matter monitoring,微粒监测,,101.10.11,nan,2023-01-17
5451637,partition chromatography,分配层析法,,105.09.22,Remington,2023-01-17
5451638,partition coefficient,分配系数,,101.10.11,nan,2023-01-17
5451639,passion flower,百香果,,103.09.11,健康食品,2023-01-17
5451640,passivation,钝化,,104.01.22,GMP,2023-01-17
5451641,passive transport,被动运输,,103.01.16,nan,2023-01-17
5451642,pass-through-hatch {=PTH},传递舱；传递窗,,104.01.22,GMP,2023-01-17
5451643,pastes,糊剂,,105.10.20,Remington,2023-01-17
5451644,pastille,丸粒,,104.01.22,GMP,2023-01-17
5451645,patches,贴剂；药胶布；贴布,,105.10.20,Remington,2023-01-17
5451646,patent drugs,专利药,,101.10.11,nan,2023-01-17
5451647,pathophysiology,病态生理学,,105.10.20,Remington,2023-01-17
5451648,Pau d'arco,褐色钟花树；紫花风铃木；保哥果,,103.10.30,健康食品,2023-01-17
5451649,peach kernel {Persicae Semen},桃仁,,103.08.14,中医药,2023-01-17
5451650,peak area,波峰面积,,105.06.20,nan,2023-01-17
5451651,peanut oil,花生油,,105.03.18,Remington,2023-01-17
5451652,pearl {Margarita},珍珠,,103.08.14,中医药,2023-01-17
5451653,pectin,果胶,,101.12.12,国立编译馆,2023-01-17
5451654,pediatrics,小儿科学,,105.10.20,Remington,2023-01-17
5451655,pediculicides {=pediculocides},杀虱剂,,105.09.22,nan,2023-01-17
5451656,pegylation,聚乙二醇化,,104.01.22,GMP,2023-01-17
5451657,pellet,细圆粒,,101.10.11,nan,2023-01-17
5451658,pelletierine,石榴皮碱,,101.12.12,国立编译馆,2023-01-17
5451659,Pen Ts'ao,本草,,103.08.14,中医药,2023-01-17
5451660,penams,青霉烷类,,101.10.11,nan,2023-01-17
5451661,penems,青霉烯类,,101.10.11,nan,2023-01-17
5451662,penetration enhancer,渗透增强剂,,105.10.20,Remington,2023-01-17
5451663,penicillamine,青霉胺,,105.10.20,Remington,2023-01-17
5451664,penicillin V {=phenoxymethylpenicillin},青霉素V；苯氧甲基青霉素,,102.02.20,nan,2023-01-17
5451665,penicillinase,青霉素酶,,102.01.16,中华药典,2023-01-17
5451666,penicillin-binding protein {=PBP},青霉素结合蛋白,,101.10.11,nan,2023-01-17
5451667,penicillins,青霉素类,,102.01.16,药品剂型分类草案,2023-01-17
5451668,pennyroyal,胡薄荷；唇萼薄荷,,103.10.30,健康食品,2023-01-17
5451669,pentafluorophenyl group,五氟苯基,,108.04.25,nan,2023-01-17
5451670,pentobarbital,戊巴比妥,,102.01.16,中华药典,2023-01-17
5451671,pentosan,聚戊糖；戊聚糖,,101.10.11,nan,2023-01-17
5451672,pepper {Piperis Fructus},胡椒,,103.08.14,中医药,2023-01-17
5451673,peppermint,薄荷；欧薄荷,,101.12.12,国立编译馆,2023-01-17
5451674,peppermint herb {Menthae Herba},薄荷；欧薄荷,,103.08.14,中医药,2023-01-17
5451675,peppermint oil,薄荷油,,102.01.16,中华药典,2023-01-17
5451676,pepsin,胃蛋白酶,,102.01.16,中华药典,2023-01-17
5451677,peptic ulcer,胃溃疡,,105.10.20,Remington,2023-01-17
5451678,peptidase inhibitors,肽酶抑制剂,,105.10.20,Remington,2023-01-17
5451679,peptide,肽,,101.10.11,nan,2023-01-17
5451680,peptide drug,胜肽药物,,nan,nan,2023-01-17
5451681,peptomimetics,拟肽药物,,101.11.14,nan,2023-01-17
5451682,peptone,蛋白胨,,102.01.16,中华药典,2023-01-17
5451683,per nasal,经鼻的,,101.10.11,nan,2023-01-17
5451684,per os {=p.o.},经口[的],,101.10.11,nan,2023-01-17
5451685,perchloric acid,过氯酸,,102.01.16,中华药典,2023-01-17
5451686,percolation,渗漉法,,101.10.11,nan,2023-01-17
5451687,percutaneous,经皮的,,105.10.20,Remington,2023-01-17
5451688,performance qualification {=PQ},性能验证,,104.01.22,GMP,2023-01-17
5451689,performance testing,性能测试,,107.08.17,nan,2023-01-17
5451690,perfusion,灌流,,101.11.14,中华无菌制剂协会,2023-01-17
5451691,perilla fruit {Perillae Fructus},紫苏子,,103.08.14,中医药,2023-01-17
5451692,perilla leaf {Perillae Folium},紫苏叶,,103.08.14,中医药,2023-01-17
5451693,perilla stem {Perillae Caulis},紫苏梗,,103.08.14,中医药,2023-01-17
5451694,periodic table,元素周期表,,105.10.20,Remington,2023-01-17
5451695,peripheral compartment,周边室,,101.10.11,nan,2023-01-17
5451696,peripheral decarboxylase inhibitors,周边脱羧酶抑制剂,,101.10.11,nan,2023-01-17
5451697,peristaltic pump,蠕动帮浦,,104.01.22,GMP,2023-01-17
5451698,peritoneal dialysis,腹腔透析,,101.10.11,nan,2023-01-17
5451699,permeability,通透性,,105.10.20,Remington,2023-01-17
5451700,permitted daily exposure,每日允许暴露量,,104.01.22,GMP,2023-01-17
5451701,permutite,人造沸石,,101.10.11,nan,2023-01-17
5451702,peroxide value,过氧化价,,101.10.11,nan,2023-01-17
5451703,peroxyacetic acid; peracetic acid,过（氧）乙酸,,nan,nan,2023-01-17
5451704,Persian balsam,波斯香胶,,105.10.20,Remington,2023-01-17
5451705,pertussis,百日咳,,102.02.20,中华药典,2023-01-17
5451706,Peru balsam,秘鲁香胶,,nan,国编馆,2023-01-17
5451707,pesticides,杀虫剂,,101.10.11,nan,2023-01-17
5451708,pestle,研杵,,105.07.12,nan,2023-01-17
5451709,pethidine {=meperidine},配西汀,,102.01.16,中华药典,2023-01-17
5451710,petri dish,培养皿,,104.01.22,GMP,2023-01-17
5451711,petrolatum,石油脂；凡士林,,103.04.10,nan,2023-01-17
5451712,petroleum benzin,石油本清,,102.01.16,中华药典,2023-01-17
5451713,petroleum ether,石油醚,,102.01.16,中华药典,2023-01-17
5451714,pH indicator,pH指示剂；酸碱度指示剂,,nan,nan,2023-01-17
5451715,pH solubility profiles,pH溶解度曲线；pH溶解度概貌,,105.10.20,Remington,2023-01-17
5451716,pH value,pH值,,105.10.20,Remington,2023-01-17
5451717,phage,噬菌体,,103.03.13,中华无菌制剂协会,2023-01-17
5451718,pharbitis,牵牛子,,101.04.12,nan,2023-01-17
5451719,pharmaceutical adjuvants,药用佐剂,,nan,nan,2025-01-10
5451720,pharmaceutic(al) aids,药用辅助剂；药用副料,,101.10.11,nan,2023-01-17
5451721,pharmaceutical,药学的；制药的,,101.12.12,国立编译馆,2023-01-17
5451722,Pharmaceutical Affairs Act,药事法,,101.05.17,nan,2023-01-17
5451723,pharmaceutical analysis,药物分析,,101.10.11,nan,2023-01-17
5451724,pharmaceutical care,药事照护,,101.11.14,中华无菌制剂协会,2023-01-17
5451725,pharmaceutical chemistry {=medicinal chemistry},药物化学,,101.11.14,中华无菌制剂协会,2023-01-17
5451726,pharmaceutical dosage form,药物剂型,,101.11.14,中华无菌制剂协会,2023-01-17
5451727,pharmaceutical dosage forms,药用剂型；药物剂型,,107.08.17,nan,2023-01-17
5451728,pharmaceutical necessities,药剂辅料,,105.10.20,Remington,2023-01-17
5451729,pharmaceutical preparations,药物制剂,,101.11.14,中华无菌制剂协会,2023-01-17
5451730,pharmaceutical quality system {=PQS},制药品质系统,,104.01.22,GMP,2023-01-17
5451731,pharmaceutical sciences,药物科学,,101.11.14,中华无菌制剂协会,2023-01-17
5451732,pharmaceutical service,药事服务,,101.11.14,中华无菌制剂协会,2023-01-17
5451733,pharmaceutical technology,制药科技,,101.11.14,中华无菌制剂协会,2023-01-17
5451734,pharmaceuticals,制剂；药品,,101.12.12,nan,2023-01-17
5451735,pharmaceutics,药剂学,,101.11.14,中华无菌制剂协会,2023-01-17
5451736,pharmacist,药师,,101.11.14,中华无菌制剂协会,2023-01-17
5451737,Pharmacist's Act,药师法,,101.05.17,nan,2023-01-17
5451738,pharmacodynamic interaction,药效性交互作用,,101.03.08,nan,2023-01-17
5451739,pharmacodynamics {=PD},药效学,,101.11.14,中华无菌制剂协会,2023-01-17
5451740,pharmacoeconomics,药事经济学,,101.11.14,中华无菌制剂协会,2023-01-17
5451741,pharmacoepidemiology,药物流行病学,,101.11.14,中华无菌制剂协会,2023-01-17
5451742,pharmacogenetical ADR,基因药理型药物不良反应,,nan,nan,2023-01-17
5451743,pharmacogenetics,药物基因学；药物遗传学,,106.08.15,中华无菌制剂协会,2023-01-17
